ID,y
0,0.095320327015601
1,0.17315757067973414
2,0.25099481434386395
3,0.3288320580079972
4,0.406669301672128
5,0.4845065453362599
6,0.5612745989042948
7,0.6249518363832299
8,0.680922919369002
9,0.7368940023547782
10,0.7928650853405496
11,0.8487301561877306
12,0.8759247515803749
13,0.9026024043354098
14,0.9292800570904433
15,0.9521346474605775
16,0.9549087443253071
17,0.9548364476540657
18,0.9547630820848142
19,0.9546897165155631
20,0.954616350946312
21,0.9545429853770612
22,0.9544696198078099
23,0.9543962542385583
24,0.9543228886693075
25,0.954249523100056
26,0.9541761575308055
27,0.9541027919615549
28,0.9540294263923034
29,0.9539560608230521
30,0.9538826952538012
31,0.9538093296845506
32,0.9537359641152988
33,0.9536625985460477
34,0.953589232976796
35,0.953515867407546
36,0.9534425018382938
37,0.9533691362690425
38,0.9532957706997923
39,0.9532224051305408
40,0.9531490395612895
41,0.9530756739920386
42,0.9530023084227882
43,0.9529289428535371
44,0.9528555772842852
45,0.9527822117150339
46,0.952708846145783
47,0.9526354805765321
48,0.9525621150072808
49,0.9524887494380304
50,0.9524153838687789
51,0.9523420182995276
52,0.952268652730276
53,0.9521952871610254
54,0.9521219215917743
55,0.9520485560225239
56,0.9519751904532717
57,0.9519018248840209
58,0.9518284593147693
59,0.9517550937455189
60,0.9516817281762683
61,0.9516083626070168
62,0.9515349970377652
63,0.9514616314685144
64,0.9513882658992631
65,0.9513149003300122
66,0.9512415347607611
67,0.9511681691915098
68,0.9510948036222587
69,0.9510214380530072
70,0.950948072483757
71,0.9508747069145053
72,0.9508013413452544
73,0.9507279757760031
74,0.950654610206752
75,0.9505812446375005
76,0.9505078790682496
77,0.9504345134989988
78,0.9503611479297475
79,0.9502877823604964
80,0.9502144167912453
81,0.9501410512219944
82,0.9500676856527427
83,0.9499943200834923
84,0.9499209545142407
85,0.9498475889449899
86,0.9497742233757395
87,0.9497008578064877
88,0.9496274922372366
89,0.9495541266679856
90,0.9494807610987338
91,0.949407395529483
92,0.9493340299602323
93,0.9492606643909806
94,0.9491872988217297
95,0.9491139332524791
96,0.949040567683228
97,0.9489672021139769
98,0.9488938365447251
99,0.9488204709754741
100,0.9487471054062232
101,0.9486737398369723
102,0.9486003742677206
103,0.9485270086984693
104,0.9484536431292193
105,0.9483802775599671
106,0.9483069119907156
107,0.9482335464214658
108,0.9481601808522137
109,0.9480868152829628
110,0.9480134497137115
111,0.9479400841444611
112,0.9478667185752093
113,0.9477933530059587
114,0.9477199874367076
115,0.9476466218674563
116,0.9475732562982059
117,0.9474998907289539
118,0.9474265251597028
119,0.9473531595904515
120,0.9472797940212011
121,0.9472064284519494
122,0.9471330628826989
123,0.9470596973134481
124,0.9469863317441963
125,0.9469129661749448
126,0.9468396006056944
127,0.9467662350364429
128,0.9466928694671916
129,0.9466195038979405
130,0.9465461383286901
131,0.9464727727594383
132,0.946399407190187
133,0.9463260416209368
134,0.9462526760516851
135,0.9462361715864845
136,0.9462198048199043
137,0.9462034380533245
138,0.9461870712867443
139,0.9461707045201643
140,0.946154337753584
141,0.9461379709870045
142,0.946121604220424
143,0.9461052374538436
144,0.946088870687264
145,0.9460725039206844
146,0.946056137154104
147,0.9460397703875235
148,0.9460234036209435
149,0.946007036854363
150,0.9459906700877835
151,0.9459743033212024
152,0.945957936554623
153,0.9459415697880426
154,0.9459252030214634
155,0.945908836254883
156,0.9458924694883025
157,0.9458761027217223
158,0.9458597359551423
159,0.9458433691885625
160,0.9458270024219818
161,0.9458106356554016
162,0.9457942688888216
163,0.9457779021222416
164,0.9457615353556615
165,0.9457451685890811
