ID,Label
0,1
1,3
2,1
3,1
4,1
5,0
6,3
7,1
8,1
9,1
10,0
11,3
12,1
13,1
14,2
15,2
16,2
17,3
18,2
19,3
20,2
21,2
22,1
23,1
24,1
25,3
26,3
27,3
28,2
29,3
30,1
31,3
32,1
33,3
34,1
35,3
36,3
37,0
38,1
39,1
40,1
41,2
42,0
43,3
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,2
52,0
53,3
54,3
55,0
56,2
57,1
58,1
59,1
60,1
61,3
62,0
63,1
64,0
65,0
66,3
67,3
68,0
69,3
70,0
71,1
72,0
73,3
74,3
75,1
76,1
77,1
78,2
79,2
80,3
81,1
82,3
83,3
84,2
85,1
86,0
87,3
88,3
89,3
90,0
91,1
92,3
93,0
94,1
95,3
96,1
97,3
98,2
99,1
100,1
101,0
102,0
103,3
104,1
105,1
106,3
107,1
108,1
109,2
110,2
111,3
112,1
113,1
114,0
115,2
116,2
117,1
118,3
119,1
120,3
121,0
122,1
123,2
124,1
125,3
126,1
127,3
128,3
129,2
130,1
131,1
132,2
133,3
134,1
135,1
136,1
137,3
138,3
139,3
140,1
141,1
142,2
143,0
144,1
145,1
146,3
147,0
148,3
149,3
150,3
151,1
152,0
153,1
154,3
155,1
156,2
157,0
158,1
159,0
160,1
161,1
162,0
163,2
164,3
165,1
166,1
167,3
168,2
169,2
170,1
171,3
172,3
173,1
174,3
175,2
176,1
177,3
178,1
179,1
180,1
181,3
182,1
183,3
184,1
185,1
186,3
187,0
188,2
189,1
190,3
191,2
192,3
193,1
194,1
195,1
196,0
197,1
198,1
199,2
200,1
201,3
202,0
203,1
204,1
205,2
206,3
207,0
208,3
209,3
210,3
211,2
212,1
213,1
214,2
215,1
216,3
217,0
218,1
219,1
220,3
221,3
222,3
223,1
224,1
225,1
226,1
227,3
228,1
229,1
230,2
231,3
232,3
233,0
234,0
235,1
236,1
237,2
238,3
239,1
240,1
241,3
242,3
243,1
244,1
245,3
246,1
247,2
248,1
249,3
250,1
251,1
252,0
253,2
254,2
255,3
256,0
257,2
258,1
259,0
260,2
261,3
262,2
263,2
264,1
265,1
266,3
267,3
268,1
269,3
270,1
271,1
272,3
273,0
274,1
275,1
276,1
277,3
278,3
279,3
280,1
281,1
282,0
283,1
284,1
285,1
286,2
287,3
288,0
289,3
290,1
291,3
292,3
293,3
294,1
295,1
296,1
297,1
298,3
299,1
300,3
301,0
302,3
303,3
304,2
305,2
306,1
307,0
308,1
309,0
310,2
311,1
312,0
313,0
314,1
315,3
316,1
317,3
318,1
319,3
320,0
321,1
322,3
323,0
324,1
325,3
326,3
327,1
328,1
329,2
330,3
331,1
332,1
333,1
334,1
335,3
336,1
337,0
338,0
339,1
340,1
341,1
342,0
343,3
344,3
345,0
346,2
347,3
348,1
349,3
350,1
351,1
352,1
353,3
354,3
355,0
356,3
357,1
358,3
359,2
360,3
361,2
362,0
363,3
364,3
365,0
366,3
367,0
368,3
369,2
370,1
371,1
372,3
373,1
374,0
375,0
376,0
377,1
378,1
379,2
380,3
381,3
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,2
394,1
395,3
396,2
397,3
398,3
399,3
400,0
401,1
402,1
403,1
404,3
405,1
406,3
407,3
408,3
409,3
410,3
411,1
412,1
413,3
414,3
415,3
416,3
417,1
418,0
419,3
420,1
421,1
422,1
423,3
424,1
425,3
426,1
427,0
428,1
429,1
430,1
431,1
432,2
433,1
434,1
435,1
436,1
437,3
438,3
439,1
440,1
441,0
442,1
443,1
444,2
445,1
446,3
447,3
448,1
449,0
450,0
451,2
452,3
453,1
454,3
455,2
456,1
457,3
458,2
459,1
460,0
461,2
462,2
463,3
464,2
465,0
466,1
467,2
468,3
469,0
470,1
471,1
472,1
473,1
474,1
475,2
476,3
477,1
478,3
479,3
480,1
481,3
482,0
483,1
484,0
485,0
486,3
487,1
488,3
489,1
490,1
491,1
492,2
493,0
494,3
495,1
496,1
497,2
498,1
499,1
500,1
501,3
502,1
503,1
504,3
505,1
506,1
507,3
508,3
509,1
510,3
511,1
512,3
513,1
514,1
515,1
516,1
517,0
518,1
519,3
520,3
521,1
522,1
523,1
524,1
525,2
526,3
527,3
528,1
529,1
530,3
531,2
532,3
533,1
534,3
535,1
536,2
537,1
538,1
539,1
540,1
541,1
542,3
543,3
544,2
545,1
546,0
547,1
548,3
549,3
550,1
551,3
552,3
553,3
554,3
555,1
556,1
557,3
558,1
559,1
560,3
561,1
562,2
563,3
564,2
565,3
566,1
567,1
568,3
569,2
570,3
571,1
572,3
573,0
574,0
575,1
576,1
577,3
578,0
579,3
580,3
581,1
582,2
583,3
584,1
585,3
586,1
587,3
588,3
589,3
590,3
591,1
592,3
593,3
594,3
595,0
596,3
597,1
598,1
599,1
600,3
601,1
602,3
603,1
604,1
605,3
606,1
607,0
608,3
609,3
610,2
611,1
612,1
613,1
614,1
615,3
616,1
617,1
618,0
619,1
620,1
621,1
622,1
623,1
624,3
625,1
626,1
627,1
628,1
629,1
630,1
631,3
632,3
633,0
634,3
635,3
636,3
637,1
638,1
639,1
640,1
641,0
642,3
643,0
644,1
645,3
646,0
647,1
648,1
649,3
650,1
651,3
652,3
653,2
654,3
655,0
656,3
657,1
658,3
659,3
660,3
661,1
662,1
663,1
664,1
665,1
666,1
667,2
668,0
669,0
670,1
671,1
672,1
673,1
674,2
675,2
676,3
677,1
678,1
679,3
680,1
681,3
682,1
683,1
684,2
685,1
686,3
687,3
688,3
689,1
690,3
691,0
692,1
693,1
694,3
695,1
696,1
697,0
698,3
699,3
700,3
701,1
702,1
703,1
704,2
705,2
706,3
707,1
708,2
709,1
710,1
711,1
712,2
713,0
714,1
715,1
716,0
717,3
718,3
719,1
720,1
721,0
722,2
723,0
724,3
725,1
726,3
727,3
728,1
729,0
730,0
731,2
732,1
733,1
734,1
735,1
736,1
737,3
738,1
739,3
740,1
741,1
742,3
743,1
744,1
745,3
746,1
747,0
748,1
749,3
750,3
751,3
752,2
753,3
754,1
755,0
756,1
757,3
758,1
759,3
760,1
761,1
762,2
763,1
764,3
765,2
766,2
767,1
768,1
769,0
770,1
771,1
772,0
773,1
774,3
775,2
776,1
777,0
778,1
779,1
780,1
781,3
782,0
783,1
784,3
785,3
786,1
787,2
788,2
789,2
790,3
791,3
792,3
793,3
794,0
795,3
796,1
797,1
798,2
799,1
800,3
801,3
802,1
803,3
804,1
805,3
806,1
807,1
808,1
809,1
810,0
811,1
812,3
813,3
814,1
815,1
816,3
817,2
818,3
819,3
820,1
821,3
822,1
823,1
824,1
825,3
826,0
827,3
828,3
829,3
830,3
831,1
832,3
833,1
834,1
835,1
836,0
837,1
838,1
839,0
840,2
841,3
842,1
843,3
844,3
845,3
846,3
847,3
848,3
849,1
850,2
851,3
852,1
853,1
854,1
855,3
856,1
857,2
858,3
859,1
860,3
861,3
862,1
863,0
864,3
865,2
866,1
867,3
868,3
869,3
870,2
871,0
872,1
873,3
874,0
875,1
876,3
877,0
878,1
879,0
880,1
881,0
882,0
883,1
884,3
885,1
886,1
887,1
888,1
889,3
890,1
891,1
892,0
893,1
894,2
895,1
896,3
897,1
898,2
899,3
900,1
901,2
902,1
903,3
904,3
905,1
906,1
907,3
908,3
909,3
910,3
911,3
912,1
913,1
914,1
915,3
916,3
917,3
918,3
919,3
920,1
921,3
922,1
923,1
924,1
925,1
926,1
927,3
928,3
929,2
930,1
931,3
932,1
933,0
934,1
935,1
936,3
937,2
938,2
939,3
940,1
941,0
942,3
943,3
944,0
945,3
946,3
947,3
948,1
949,1
950,3
951,3
952,3
953,0
954,3
955,1
956,1
957,1
958,1
959,1
960,1
961,3
962,1
963,1
964,2
965,3
966,0
967,1
968,3
969,1
970,3
971,1
972,3
973,0
974,1
975,1
976,1
977,1
978,3
979,1
980,3
981,3
982,1
983,3
984,3
985,0
986,1
987,3
988,1
989,1
990,3
991,1
992,1
993,1
994,1
995,1
996,3
997,1
998,3
999,1
1000,0
1001,1
1002,3
1003,1
1004,3
1005,1
1006,0
1007,3
1008,1
1009,3
1010,1
1011,1
1012,3
1013,3
1014,3
1015,3
1016,1
1017,3
1018,3
1019,3
1020,2
1021,3
1022,1
1023,3
1024,0
1025,1
1026,3
1027,2
1028,0
1029,1
1030,0
1031,0
1032,1
1033,1
1034,2
1035,1
1036,0
1037,1
1038,1
1039,3
1040,3
1041,1
1042,1
1043,2
1044,0
1045,1
1046,2
1047,3
1048,3
1049,3
1050,1
1051,1
1052,3
1053,1
1054,1
1055,1
1056,0
1057,1
1058,3
1059,0
1060,3
1061,1
1062,3
1063,3
1064,3
1065,1
1066,0
1067,3
1068,1
1069,1
1070,1
1071,3
1072,1
1073,3
1074,1
1075,3
1076,1
1077,1
1078,1
1079,1
1080,1
1081,3
1082,3
1083,1
1084,1
1085,3
1086,3
1087,3
1088,3
1089,1
1090,1
1091,1
1092,1
1093,3
1094,3
1095,2
1096,3
1097,3
1098,1
1099,1
1100,1
1101,3
1102,1
1103,3
1104,3
1105,3
1106,1
1107,1
1108,0
1109,3
1110,1
1111,0
1112,1
1113,3
1114,1
1115,1
1116,1
1117,3
1118,1
1119,1
1120,3
1121,0
1122,3
1123,1
1124,3
1125,1
1126,1
1127,1
1128,1
1129,3
1130,3
1131,3
1132,3
1133,3
1134,1
1135,3
1136,2
1137,2
1138,1
1139,1
1140,3
1141,1
1142,3
1143,0
1144,1
1145,1
1146,1
1147,1
1148,3
1149,2
1150,1
1151,3
1152,3
1153,0
1154,2
1155,1
1156,1
1157,1
1158,0
1159,1
1160,3
1161,1
1162,0
1163,3
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,0
1171,3
1172,3
1173,1
1174,1
1175,2
1176,3
1177,1
1178,2
1179,0
1180,1
1181,3
1182,3
1183,0
1184,3
1185,1
1186,1
1187,0
1188,3
1189,1
1190,1
1191,1
1192,3
1193,0
1194,0
1195,1
1196,1
1197,1
1198,3
1199,1
1200,1
1201,3
1202,3
1203,2
1204,3
1205,2
1206,3
1207,1
1208,3
1209,0
1210,3
1211,0
1212,0
1213,3
1214,3
1215,1
1216,3
1217,1
1218,3
1219,3
1220,0
1221,1
1222,2
1223,1
1224,2
1225,3
1226,1
1227,0
1228,1
1229,0
1230,1
1231,3
1232,1
1233,0
1234,1
1235,3
1236,3
1237,3
1238,2
1239,1
1240,2
1241,1
1242,1
1243,1
1244,1
1245,3
1246,1
1247,2
1248,3
1249,3
1250,0
1251,3
1252,3
1253,3
1254,1
1255,2
1256,2
1257,1
