ID,Label
0,1
1,3
2,3
3,1
4,0
5,0
6,3
7,1
8,3
9,0
10,0
11,3
12,0
13,1
14,0
15,3
16,1
17,3
18,2
19,3
20,3
21,1
22,0
23,1
24,1
25,3
26,3
27,0
28,3
29,3
30,1
31,3
32,0
33,3
34,1
35,3
36,0
37,0
38,0
39,3
40,0
41,0
42,0
43,3
44,1
45,1
46,3
47,3
48,3
49,1
50,0
51,2
52,3
53,1
54,3
55,0
56,1
57,1
58,1
59,1
60,1
61,3
62,2
63,1
64,1
65,1
66,3
67,0
68,0
69,0
70,0
71,1
72,0
73,0
74,3
75,0
76,2
77,1
78,1
79,3
80,3
81,1
82,3
83,3
84,2
85,2
86,2
87,3
88,3
89,3
90,0
91,1
92,0
93,0
94,0
95,3
96,1
97,2
98,0
99,1
100,1
101,3
102,1
103,3
104,1
105,1
106,0
107,0
108,0
109,2
110,0
111,3
112,2
113,1
114,3
115,0
116,2
117,3
118,3
119,0
120,2
121,0
122,1
123,0
124,1
125,3
126,3
127,2
128,0
129,0
130,1
131,3
132,3
133,2
134,2
135,2
136,0
137,2
138,3
139,0
140,1
141,1
142,0
143,0
144,1
145,0
146,1
147,0
148,1
149,3
150,3
151,1
152,0
153,1
154,3
155,1
156,2
157,0
158,1
159,0
160,1
161,1
162,0
163,0
164,1
165,1
166,0
167,1
168,3
169,0
170,0
171,3
172,3
173,1
174,3
175,0
176,3
177,3
178,3
179,3
180,1
181,1
182,1
183,3
184,0
185,1
186,2
187,3
188,1
189,2
190,3
191,1
192,3
193,0
194,3
195,1
196,0
197,0
198,0
199,0
200,0
201,3
202,0
203,1
204,1
205,1
206,3
207,0
208,3
209,3
210,3
211,0
212,0
213,1
214,0
215,1
216,2
217,3
218,1
219,0
220,3
221,3
222,3
223,2
224,3
225,0
226,0
227,3
228,0
229,1
230,1
231,2
232,3
233,0
234,1
235,1
236,0
237,0
238,3
239,1
240,1
241,3
242,1
243,0
244,1
245,2
246,0
247,2
248,3
249,3
250,1
251,1
252,0
253,0
254,2
255,3
256,2
257,0
258,1
259,2
260,2
261,3
262,1
263,3
264,3
265,1
266,3
267,0
268,1
269,3
270,2
271,0
272,1
273,0
274,1
275,1
276,0
277,3
278,3
279,3
280,0
281,0
282,0
283,1
284,0
285,0
286,3
287,3
288,0
289,3
290,0
291,3
292,2
293,3
294,2
295,0
296,1
297,1
298,3
299,1
300,3
301,0
302,3
303,3
304,2
305,1
306,0
307,3
308,0
309,0
310,2
311,1
312,0
313,0
314,3
315,3
316,0
317,3
318,0
319,3
320,1
321,1
322,1
323,0
324,3
325,3
326,3
327,1
328,1
329,1
330,3
331,1
332,1
333,2
334,0
335,1
336,0
337,0
338,0
339,1
340,1
341,1
342,0
343,3
344,3
345,3
346,2
347,2
348,1
349,3
350,0
351,0
352,3
353,3
354,3
355,0
356,0
357,0
358,0
359,2
360,3
361,3
362,0
363,3
364,0
365,0
366,0
367,3
368,3
369,2
370,1
371,1
372,3
373,1
374,0
375,0
376,2
377,1
378,1
379,2
380,0
381,3
382,0
383,1
384,0
385,1
386,1
387,3
388,0
389,2
390,1
391,1
392,0
393,3
394,0
395,3
396,2
397,3
398,3
399,3
400,0
401,0
402,0
403,3
404,3
405,2
406,3
407,3
408,3
409,3
410,3
411,1
412,1
413,2
414,3
415,3
416,3
417,0
418,0
419,2
420,1
421,3
422,1
423,3
424,1
425,3
426,3
427,0
428,3
429,1
430,1
431,1
432,3
433,3
434,1
435,1
436,1
437,0
438,0
439,0
440,1
441,0
442,1
443,1
444,0
445,0
446,3
447,3
448,0
449,1
450,1
451,2
452,3
453,0
454,3
455,2
456,0
457,3
458,3
459,1
460,0
461,3
462,0
463,3
464,3
465,0
466,3
467,3
468,0
469,0
470,3
471,0
472,0
473,0
474,3
475,2
476,3
477,1
478,3
479,3
480,1
481,3
482,1
483,1
484,0
485,0
486,3
487,1
488,1
489,1
490,0
491,3
492,0
493,0
494,3
495,3
496,1
497,0
498,3
499,0
500,1
501,3
502,0
503,3
504,3
505,1
506,1
507,3
508,2
509,0
510,3
511,0
512,0
513,1
514,0
515,1
516,0
517,3
518,0
519,1
520,3
521,1
522,0
523,1
524,1
525,3
526,1
527,3
528,0
529,3
530,3
531,0
532,3
533,0
534,0
535,1
536,2
537,0
538,1
539,0
540,1
541,2
542,3
543,1
544,0
545,1
546,0
547,0
548,3
549,3
550,1
551,1
552,2
553,2
554,1
555,1
556,0
557,1
558,0
559,3
560,0
561,3
562,1
563,2
564,0
565,0
566,1
567,3
568,3
569,0
570,1
571,0
572,2
573,0
574,3
575,3
576,1
577,3
578,0
579,3
580,1
581,1
582,0
583,2
584,1
585,3
586,1
587,1
588,2
589,3
590,3
591,1
592,0
593,3
594,3
595,0
596,3
597,1
598,1
599,0
600,3
601,0
602,2
603,3
604,2
605,3
606,0
607,0
608,0
609,3
610,2
611,1
612,2
613,1
614,0
615,3
616,1
617,2
618,0
619,1
620,3
621,0
622,1
623,1
624,3
625,0
626,3
627,2
628,1
629,0
630,2
631,2
632,2
633,0
634,3
635,3
636,3
637,1
638,1
639,2
640,0
641,0
642,0
643,1
644,1
645,3
646,0
647,3
648,3
649,0
650,1
651,3
652,3
653,3
654,3
655,0
656,3
657,0
658,3
659,3
660,1
661,0
662,1
663,0
664,0
665,2
666,0
667,1
668,1
669,0
670,1
671,1
672,0
673,1
674,2
675,1
676,3
677,3
678,1
679,3
680,1
681,3
682,1
683,1
684,3
685,0
686,3
687,3
688,1
689,1
690,3
691,0
692,0
693,3
694,3
695,3
696,1
697,0
698,0
699,3
700,3
701,1
702,0
703,0
704,2
705,0
706,3
707,0
708,0
709,1
710,1
711,1
712,3
713,0
714,0
715,2
716,0
717,3
718,3
719,0
720,0
721,3
722,2
723,0
724,3
725,2
726,3
727,0
728,0
729,0
730,0
731,0
732,0
733,1
734,0
735,0
736,1
737,1
738,1
739,3
740,0
741,3
742,3
743,1
744,1
745,2
746,3
747,0
748,1
749,3
750,3
751,3
752,3
753,3
754,0
755,0
756,1
757,3
758,1
759,2
760,3
761,1
762,2
763,0
764,3
765,2
766,2
767,0
768,3
769,0
770,0
771,2
772,0
773,0
774,3
775,1
776,1
777,0
778,0
779,0
780,1
781,3
782,0
783,0
784,3
785,1
786,1
787,2
788,0
789,3
790,0
791,3
792,3
793,3
794,1
795,3
796,0
797,1
798,1
799,0
800,3
801,3
802,1
803,1
804,1
805,3
806,0
807,1
808,1
809,0
810,0
811,2
812,1
813,0
814,0
815,0
816,3
817,0
818,0
819,3
820,3
821,3
822,0
823,3
824,1
825,3
826,0
827,3
828,3
829,3
830,1
831,0
832,3
833,3
834,1
835,0
836,0
837,2
838,1
839,0
840,3
841,3
842,0
843,3
844,3
845,3
846,3
847,3
848,0
849,0
850,3
851,3
852,3
853,0
854,0
855,3
856,1
857,0
858,3
859,1
860,3
861,2
862,0
863,0
864,3
865,2
866,1
867,3
868,3
869,0
870,3
871,0
872,0
873,3
874,0
875,2
876,3
877,0
878,0
879,0
880,0
881,0
882,1
883,1
884,3
885,1
886,1
887,1
888,0
889,0
890,0
891,3
892,0
893,1
894,2
895,0
896,3
897,1
898,1
899,2
900,3
901,3
902,3
903,3
904,3
905,2
906,1
907,3
908,3
909,3
910,3
911,3
912,1
913,1
914,0
915,1
916,3
917,3
918,3
919,3
920,3
921,3
922,1
923,1
924,2
925,0
926,1
927,1
928,1
929,3
930,1
931,3
932,0
933,0
934,1
935,3
936,3
937,0
938,3
939,2
940,1
941,2
942,1
943,3
944,2
945,2
946,2
947,3
948,1
949,0
950,3
951,0
952,0
953,0
954,3
955,2
956,1
957,0
958,1
959,0
960,1
961,3
962,3
963,1
964,2
965,0
966,0
967,1
968,3
969,1
970,1
971,1
972,0
973,0
974,1
975,3
976,1
977,3
978,3
979,0
980,3
981,3
982,0
983,0
984,3
985,0
986,1
987,0
988,1
989,1
990,2
991,1
992,0
993,1
994,0
995,1
996,3
997,0
998,3
999,2
1000,0
1001,1
1002,1
1003,0
1004,3
1005,3
1006,2
1007,0
1008,1
1009,3
1010,1
1011,1
1012,3
1013,3
1014,2
1015,2
1016,0
1017,2
1018,3
1019,3
1020,0
1021,3
1022,0
1023,3
1024,0
1025,0
1026,3
1027,0
1028,0
1029,3
1030,1
1031,0
1032,1
1033,1
1034,0
1035,0
1036,3
1037,1
1038,0
1039,3
1040,0
1041,0
1042,1
1043,0
1044,0
1045,1
1046,0
1047,2
1048,3
1049,3
1050,3
1051,1
1052,3
1053,1
1054,1
1055,3
1056,0
1057,1
1058,1
1059,2
1060,3
1061,1
1062,0
1063,3
1064,3
1065,2
1066,0
1067,3
1068,0
1069,1
1070,3
1071,0
1072,2
1073,3
1074,1
1075,1
1076,3
1077,0
1078,3
1079,0
1080,1
1081,1
1082,1
1083,2
1084,1
1085,3
1086,0
1087,3
1088,2
1089,0
1090,0
1091,1
1092,3
1093,3
1094,3
1095,3
1096,3
1097,1
1098,1
1099,3
1100,2
1101,3
1102,0
1103,0
1104,0
1105,3
1106,1
1107,0
1108,0
1109,1
1110,1
1111,0
1112,1
1113,0
1114,0
1115,1
1116,0
1117,0
1118,1
1119,1
1120,3
1121,0
1122,1
1123,0
1124,3
1125,0
1126,0
1127,1
1128,0
1129,3
1130,3
1131,3
1132,3
1133,3
1134,1
1135,0
1136,0
1137,2
1138,1
1139,0
1140,3
1141,0
1142,3
1143,0
1144,0
1145,1
1146,0
1147,1
1148,3
1149,0
1150,1
1151,3
1152,3
1153,0
1154,2
1155,1
1156,1
1157,2
1158,3
1159,1
1160,3
1161,2
1162,0
1163,3
1164,0
1165,2
1166,1
1167,1
1168,1
1169,1
1170,0
1171,3
1172,3
1173,1
1174,2
1175,2
1176,1
1177,0
1178,3
1179,0
1180,1
1181,1
1182,3
1183,1
1184,1
1185,1
1186,0
1187,0
1188,3
1189,3
1190,0
1191,1
1192,3
1193,3
1194,0
1195,1
1196,0
1197,3
1198,3
1199,3
1200,0
1201,3
1202,1
1203,0
1204,3
1205,0
1206,3
1207,0
1208,3
1209,0
1210,3
1211,0
1212,2
1213,0
1214,3
1215,2
1216,3
1217,1
1218,0
1219,3
1220,0
1221,1
1222,0
1223,1
1224,0
1225,0
1226,1
1227,0
1228,3
1229,3
1230,1
1231,0
1232,1
1233,0
1234,1
1235,3
1236,3
1237,3
1238,0
1239,0
1240,1
1241,0
1242,0
1243,1
1244,3
1245,0
1246,3
1247,2
1248,3
1249,0
1250,0
1251,3
1252,3
1253,2
1254,2
1255,2
1256,0
1257,1
