Id,gripForce
0,50.551810697265424
1,55.500028416392816
2,31.66436141944258
3,44.151194806704254
4,33.547134705770816
5,55.6592773990032
6,28.65458200144984
7,53.51737590566229
8,29.261850135412956
9,43.72578701927014
10,61.688168471841124
11,52.23286070923069
12,54.772332954043826
13,57.773173483842626
14,49.701961969772704
15,31.25979615912883
16,55.795635145953725
17,26.617943173054286
18,53.636991984222206
19,28.770883694267617
20,33.6188424291661
21,54.59156152278489
22,47.34308034850115
23,48.27132480230215
24,29.809585189149736
25,48.68451842817964
26,33.26107975226535
27,34.93207749313665
28,48.3857916490787
29,50.02691033410375
30,49.88583469424057
31,43.64778139155865
32,39.70611931830766
33,55.105498999539165
34,31.098542618836966
35,49.997209074020056
36,35.79456659921922
37,53.68283082690377
38,30.09349623366697
39,50.991421897598336
40,58.9568487535782
41,53.32748089461492
42,32.65033767337285
43,54.97910126483234
44,52.544800176904886
45,53.68428327149043
46,53.106166040394974
47,48.71209335464921
48,54.18775767921727
49,51.52320244024746
50,31.669517771583976
51,54.97083136805787
52,26.261437702207715
53,58.56983909911304
54,31.336439390065053
55,50.46284389612922
56,28.389702677718013
57,48.94519027376801
58,34.40772870489799
59,28.506685266472346
60,45.688048382385404
61,49.17594025405742
62,31.070214328276403
63,27.626051384590983
64,45.34095157869435
65,32.521142619947284
66,39.39918809551506
67,49.983610063502645
68,55.490487043390445
69,42.26183616068264
70,29.343303946164397
71,46.916832225929184
72,51.90295324082841
73,49.77374453374693
74,32.715540022543166
75,58.6443127488653
76,49.91264189752207
77,50.706241031155656
78,57.21714454790955
79,50.86444337276218
80,28.580844931919493
81,50.720517642912554
82,26.754502427116392
83,31.043563842535047
84,26.399602585460254
85,53.899276170712724
86,27.956440550262062
87,54.37145227881747
88,54.51380696521655
89,31.5748191960541
90,23.89815074375135
91,43.7229433865676
92,26.440651223140257
93,30.155139338452187
94,52.62952632190194
95,29.706636916182738
96,57.713800979833394
97,50.345884985833244
98,56.02653697093943
99,52.75067955841706
100,54.87035267459513
101,50.00801266194738
102,51.57818865634478
103,37.65273029650179
104,57.44347930165041
